MKSA - LOG
Una linea por hito. Formato: YYYY-MM-DD HH:MM | etapa | que se hizo
2026-06-21 01:15 | F-tier1 corte 3 | FIX: visitFrame(F_SAME, 0, null, 0, null) justo despues de visitLabel(skipVeto). F_SAME = "mismo estado que el frame anterior" = locals=params + stack vacio = el frame implicito de entry del metodo, que es exactamente nuestra realidad en skipVeto (boolean pushed/popped, locals intactos). Una llamada, bytecode valido
2026-06-21 01:15 | F-tier1 corte 3 | IPC aditivo: ledger.vetoArm{namespaces:[...]} / ledger.vetoDisarm. ledger.stats expone vetoArmed/vetoHits/vetoPassthrough
2026-06-21 01:15 | F-tier1 corte 3 | EJECUTADO OK (--tier1-3): FASE B vetoHits Δ=8 (cada intento), post_b==pre_b=1 (0 colocaciones aterrizaron bajo veto), byChunkInc Δ=0 (veto al entry corta ANTES del ARETURN -> observador pieza 2 no corre). FASE C: 1→4 al desarmar (idempotencia). FINAL: vetoHits=22 vetoPassthrough=1158 (todo el ruido vanilla pasa el fast path). EL AGENTE BLOQUEA COLOCACIONES NUEVAS POR PRIMERA VEZ, EN VIVO, SIN DESYNC
2026-06-21 01:15 | F-tier1 corte 3 | APRENDIZAJE durable (proyecto.md §3.19): la simetria capture/restore del relaunch (corte 3/4) tiene su gemela in-process en sweep/filter (corte 2/3). El sweep limpia el pasado, el filter veta el futuro; juntos = "modo desactivado" para el jugador. null como protocolo de no-op (no flag, no excepcion) reusa el contrato que MC ya tenia para idempotencia -> cero codigo nuevo en el cliente
2026-06-21 01:15 | F-tier1 corte 3 | APRENDIZAJE durable (proyecto.md §3.19): TODA inyeccion ASM con branch target nuevo exige visitFrame manual cuando se usa COMPUTE_MAXS. Sin frame -> VerifyError silencioso al primer load de la clase. Sintoma: crash al cargar mundo, no en el hook. Frame F_SAME es trivial para inyecciones al entry sin tocar locals. CERRADO
2026-06-21 01:15 | F-tier1 corte 3 | DEUDA del harness (no del mecanismo): FASE A baseline trivializa por el bloque fantasma de la plantilla (cualquier mcwstairs>0 la pasa). Para que FASE A pruebe "el usuario puede colocar en esta sesion" hay que medir delta sobre pre_anything (3 lineas; ya tengo wait_counts_delta). Pendiente. No bloquea cierre del corte
2026-06-21 05:15 | F-tier1 corte 4 | LedgerTransformer: dos targets nuevos. RecipeManager (class_1863): hook al RETURN del prepare tipado method_64680 (unico instance 2-arg que devuelve net/minecraft no-Object → descarta el bridge erased). TagManagerLoader (class_3503): hook al ENTRY del build tipado method_18242 (unico instance Map→Map). Sin branch nuevo → sin visitFrame
2026-06-21 05:15 | F-tier1 corte 4 | LedgerSink: onRecipePayload(Object) + onTagBuild(Object). Bridge: dpFilterRecipePayload/dpFilterTagBuild, router puro al sink. Ledger: armedDp volatile set, armDpFilter(nss)/disarmDpFilter, contadores dpFilteredRecipes/Tags + dpRecipeHookCalls/dpTagHookCalls + dpLastRecipePayloadClass/dpLastError para diag
2026-06-21 05:15 | F-tier1 corte 4 | HALLAZGO durable 1 (proyecto §3.20): class_10289 (payload de recetas) usa ImmutableMultimap+ImmutableMap como campos private final. NO mutable in-place → filtro construye copias filtradas (LinkedHashMap + HashMultimap via reflexion sin compile-time dep en Guava) y las asigna a los campos via Field.set tras setAccessible. setAccessible basta porque modulo MC ya esta abierto por openModule
2026-06-21 05:15 | F-tier1 corte 4 | HALLAZGO durable 2 (proyecto §3.20, 4o caso del patron §3.18): PackRepository tiene dos getters Collection<String> no-arg (selectedIds + availableIds) shape-equivalentes. Desambigua por COMPORTAMIENTO: selectedIds ⊆ availableIds. Si iguales (todos los packs habilitados), cualquiera vale. Firma resuelta cacheada en reloadHandlesSig visible en el resultado
2026-06-21 05:15 | F-tier1 corte 4 | InProcess.tier1DpReload(nss): arma filtro, resuelve por forma (MinecraftServer.method_29439 reload + getPackRepository + selectedIds), marshaliza kick-off al server thread, espera CF off-thread, desarma. IPC: ledger.dpFilterArm/Disarm + tx.tier1DpReload + ledger.stats expandido con campos dp*
2026-06-21 05:15 | F-tier1 corte 4 | EJECUTADO OK A LA PRIMERA (--tier1-4, Instancia 3 Fabric 1.21.11, victima mcwstairs, 10 packs): reload 485 ms, recipesFiltered=232 tagsFiltered=8 recipeHookCalls=1 tagHookCalls=138 (1 prepare global vs 138 builds por registro de tags). Log de MC: "Loaded 2108 recipes" = 2340-232 confirma impacto al registro vivo. 2a invocacion idempotente: 232 exacto. Cierre limpio, 0 corrupcion. EL AGENTE DESACTIVA RECETAS Y TAGS DEL NAMESPACE VICTIMA SIN REINICIAR, POR PRIMERA VEZ
2026-06-21 05:15 | F-tier1 corte 4 | VEREDICTO: el binomio (sweep + filter + dpReload) es la mitad estable del Tier 1 in-process. Bloques/items propios desaparecen del mundo y mochila (corte 2); colocaciones nuevas se vetan al setBlockState (corte 3); recetas/tags propias desaparecen del estado vivo (corte 4). Frontera: solo definiciones propias del ns (cascade cross-ns = F4/wcg.refs); loot por RegistryDataLoader → corte 4b. CERRADO
2026-06-21 14:30 | F-tier1 corte 5 | InProcess.tier1Tx: envoltorio transaccional sobre el binomio estable. TxReceipt con pasos ordenados vetoArm→snapshot→sweep→dpReload, cada paso con su resultado; IPC tx.tier1Tx. El snapshot reusa la captura quirurgica zero-IO del corte 2 (SerializableChunkData.copyOf().write())
2026-06-21 14:30 | F-tier1 corte 5 | BUG INTERMITENTE (5o caso del patron §3.18, el peor hasta ahora: paso 5 veces seguidas y luego fallo 3): copyOf lanzaba IllegalArgumentException "Chunk can't be serialized: class_2821" (ImposterProtoChunk). sweepTrace mostraba InvocationTargetException en los 3 niveles. Diagnostico inicial del usuario (chunk no cargado, force-load) era erroneo: si copyOf corrio en level[0] el chunk SI estaba cargado; los null en level[1]/[2] son normales (el chunk solo existe en overworld)
2026-06-21 14:30 | F-tier1 corte 5 | CAUSA RAIZ: levelChunkClass estaba ligado a ChunkAccess (class_2791, el param[1] ancho de copyOf). findGetChunkNow cogia "el primer Method" cuyo retorno fuera asignable a ChunkAccess; getChunkNow tiene varios overloads/bridges y uno devuelve ImposterProtoChunk (class_2821, canBeSerialized()=false). getMethods() no garantiza orden → unas runs bindeaban al getChunkNow→LevelChunk (OK), otras al →ImposterProtoChunk → copyOf lo rechaza
2026-06-21 14:30 | F-tier1 corte 5 | FIX durable (proyecto §3.21): ensureScd resuelve LevelChunk ESTRICTO (class_2818 por nombre, no el ChunkAccess de copyOf). findGetChunkNow ahora exige retorno EXACTO ret==levelChunkClass (modo strict) y ensureChunkSource hace dos fases (strict primero, fallback asignable). Mismo remedio del §3.18: desambiguar por tipo estricto/comportamiento, no por "primer match". levelChunkClass comentado como class_2818 estricto
2026-06-21 14:30 | F-tier1 corte 5 | DIAGNOSTICO anadido (queda en el codigo como red): sweepErrorsDetail con rootCause()+fullStack() desenvuelve InvocationTargetException al culpable real; traza sweep:miss pos+namespaces leidos por nivel (capada a 8) para cazar discrepancia captured-vs-swept si reaparece
2026-06-21 14:30 | F-tier1 corte 5 | VERIFICADO por el usuario: "funciona perfecto ahora en cada run" tras el fix de tipado estricto. OBSERVACION abierta del stress-test (bloques sin parar + espera 15s): el sweep borro la huella, mantuvo las colocaciones post-barrido un rato, pero termino eliminandolas todas igual. Hipotesis sin confirmar: post-tx vetadas via null (fantasmas de cliente hasta re-sync) o migracion de epoca en autosave. NO cerrado como hallazgo. Deuda viva: captured=6 vs snapshot.blocks=10 (bloque fantasma de plantilla, deuda del harness)

2026-06-24 | F-tier1 corte 5 cierre | HIPOTESIS 2 (migracion de epoca en autosave borra colocaciones post-barrido) REFUTADA por lectura de codigo: epochHash es un FNV1a64 del set de mods (Ledger.java), se estampa en la seccion prov del chunk y en los restore files, pero NINGUNA ruta borra bloques por epoca. El unico mecanismo que elimina colocaciones post-sweep es el veto del corte 3, que queda armado tras el disable (post_veto>0 ya asertado)
2026-06-24 | F-tier1 corte 5 cierre | INSTRUMENTACION escrita (verify-fase1.rs, --tier1-5 inline): nueva FASE A-bis stress-test entre disable y enable. Con el veto armado, pide colocar 3+ victima; detecta intentos via wait_veto_hits_delta (NO setBlocks: bajo veto el observador del ARETURN no corre, setBlocks no sube); espera 20s de resync; aserta vetoHits delta>=3 y byChunkInc delta=0 y wcg.counts=0. Discriminador limpio: si byChunkInc=0 las colocaciones NUNCA fueron estado de servidor -> fantasmas de cliente, no autosave
2026-06-24 | F-tier1 corte 5 cierre | DEUDA del harness saldada: baseline del fantasma (wcg.counts.victima leido tras cargar el mundo, antes de colocar) aisla "huella de sesion" = snapshot.blocks - phantom. Reconciliacion imprime phantom/snapshot/captured y aserta el bracket captured en [huella de sesion, snapshot] (se cumple tanto si el fantasma fue barrido como si vive fuera del footprint); linea de diagnostico dice cual caso ocurrio
2026-06-24 | F-tier1 corte 5 cierre | PENDIENTE corrida del usuario para el cierre empirico (humano coloca bloques): correr --tier1-5, colocar la huella inicial y luego 3+ bajo veto en la FASE A-bis. Tras OK, declarar corte 5 CERRADO en las tres capas. cargo check del harness pasa (solo warnings pre-existentes)
2026-06-24 | F-tier1 corte 5 CERRADO | EJECUTADO OK por el usuario (--tier1-5, Instancia 3, victima mcwstairs): FASE A disable status=OK 1774ms, snapshot.blocks=7 captured=7 swept=7 residual=0 phantom=0, dpReload recipesFiltered=232 tagsFiltered=8. FASE A-bis stress-test: vetoHits Δ=6 (6 intentos vetados), byChunkInc Δ=0 (NUNCA estado de servidor), setBlocks Δ=3188 (ruido vanilla), wcg.counts=0. FASE B enable status=OK, veto desarmado, clean reload (filtered=false). Todo verde
2026-06-24 | F-tier1 corte 5 CERRADO | OBSERVACION del stress-test CERRADA empiricamente: byChunkInc Δ=0 mientras vetoHits sube prueba que las colocaciones post-barrido se vetan via null en setBlockState y jamas son estado de servidor -> fantasmas de cliente, NO migracion de epoca (refutada por codigo). DEUDA del harness saldada: baseline del fantasma aisla huella de sesion; este run template limpio (phantom=0), bracket captured ∈ [7,7] trivial. Mitad estable Tier 1 in-process cerrada como API transaccional. Falta solo corte 5b (restitucion viva de bloques) y preview de cascada (F4/wcg.refs)
2026-06-24 | F-tier1 corte 5b CERRADO | LUZ VERDE TOTAL por el usuario (--tier1-5, Instancia 3 Fabric 1.21.11, victima mcwstairs): restitucion viva de bloques al mundo en caliente sin reiniciar. tx.tier1Enable{ns,restorePath} reordenado a vetoDisarm->restitution->dpReload (veto debe estar desarmado antes del setBlock o el hook del corte 3 lo anularia a null). Primitivo nuevo NBT->BlockState vivo: NbtUtils.readBlockState(blockRegistry como HolderGetter, CompoundTag), resuelto por forma + self-test round-trip contra minecraft:stone (patron §3.18). attemptTier1Restitution espeja el bucle de escritura viva del sweep cambiando solo AIR por el state reconstruido + politica §7 (inyecta solo si la celda viva sigue en aire). Asserts verdes: restored==captured, conflicts==0, misses==0, wcg.counts==restored, veto desarmado, clean reload
2026-06-24 | F-tier1 corte 5b CERRADO | PRIMER write-back in-process que RECONSTRUYE contenido (el sweep solo escribia AIR): de-risk nucleo del §3.5 para todo lo que esta encima de Tier 1. El setBlock vivo dispara onSetBlock (corte 2) -> byChunk sube -> wcg.counts==restored es la prueba numerica de reaparicion (no no-op). Alcance: estados de bloque (igual que corte 4); contenido de block-entity e items del jugador FUERA (limite documentado). Reversibilidad del DATO ademas cubierta por relaunch. TIER 1 IN-PROCESS COMPLETO: quitar+devolver+vetar+datapacks, simetrico y transaccional. Falta solo preview de cascada cross-ns (wcg.refs, F4)
2026-06-24 | F4 wcg.refs sonda recetas | de-risk de aristas de receta DESPEJADO (--probe-recipes, Instancia 3 Fabric 1.21.11, victima mcwstairs). Decisiones: fuente de verdad = registros vivos (RecipeManager en memoria, no JSON de datapack, capta recetas programaticas + verdad post-merge); recetas primero (de-risk mas duro, cada tipo guarda items distinto). Sonda = metodo interim tx.probeRecipes, NO contrato tx congelado
2026-06-24 | F4 wcg.refs sonda recetas | Ledger.liveRecipeMap(rm): DRY con corte 4, reusa resolveRecipePayloadFields para hallar el payload class_10289 dentro del RecipeManager (o el RM mismo en versiones viejas) y devuelve su Map<ResourceKey,RecipeHolder> vivo, leido de server.getRecipeManager() SIN reload. nsOfResourceKey publico sobre el parse privado. getRecipeManager resuelto por forma (no-arg MinecraftServer.method_3772 -> class_1863) con fallback por comportamiento
2026-06-24 | F4 wcg.refs sonda recetas | InProcess.probeRecipes(ns): walker reflexivo generico (harvestItems) es el de-risk nucleo. Clasifica por CONTENEDOR no por tipo de receta: cosecha ItemStack(class_1799)/Item(class_1792)/Holder(class_6880); ItemStacks dentro de Ingredient(class_1856) -> cubo ingrediente, sueltos -> resultado. Depth cap 12 + IdentityHashMap visitados. Trampa esquivada: Holder<Item> NO se recursa por campos (apunta al registro -> explosion), se resuelve por metodos no-arg. Marshalado al hilo del servidor (Executor+CountDownLatch 60s)
2026-06-24 | F4 wcg.refs sonda recetas | VERIFICADO por el usuario: scanned=2340 distinctRecipeTypes=22 (shaped 1317, stonecutting 466, shapeless 364, smelting 74, smithing...). extractedResultOk=2311 (98%) extractedIngredientsOk=2329 fullyExtracted=2311 walkFailures=0: UN solo walker generico cosecho los 22 tipos sin codigo por-tipo y sin un crash. ~2% restante = recetas especiales (class_1852) que calculan salida por codigo, parciales benignas
2026-06-24 | F4 wcg.refs sonda recetas | Control humano (correccion visual): muestras de mcwstairs con ingredientes plausibles del registro vivo (acacia_balcony<-stick+acacia_fence, acacia_bulk_stairs<-stripped_acacia_log+acacia_log). Cascada: victimRefsOut=[minecraft] (recetas de mcwstairs usan items vanilla, cross-ns probada); refsToVictim=0 (ningun mod usa items de mcwstairs = respuesta REAL, mod hoja decorativo, desactivarlo rompe 0 recetas foraneas). Walker cosecha el CONJUNTO de items distintos, no la cuadricula ni cantidades (justo lo que una arista necesita)
2026-06-24 | F4 wcg.refs sonda recetas | VEREDICTO: el primitivo de extraccion de aristas de receta generaliza sobre el modpack real. Harness: poll NOT_READY hasta servidor integrado vivo (game-ready != mundo cargado) + cierre del juego ANTES de juzgar asserts (patron tx.probeSetBlock). proyecto.md §3.22. Siguiente corte: indice completo wcg.refs (tags + loot + query invertida de cascada), ya sin el riesgo de que la extraccion por-tipo no generalizara
2026-06-24 | F4 wcg.refs query invertida cascada recetas | LUZ VERDE TOTAL por el usuario (--wcg-refs, Instancia 3 Fabric 1.21.11). Metodo CONGELADO wcg.refs{ns,rebuild?} (protocolo-ipc §127, modelo-de-datos §169 tabla refs): responde "si desactivas el ns V, que recetas de OTROS mods se rompen porque usan sus items", agrupado por dueño. Alcance de este corte: SOLO aristas de receta (tags/loot/persistencia SQLite diferidos; el metodo se enriquece sin cambiar forma)
2026-06-24 | F4 wcg.refs query invertida cascada recetas | InProcess: indice invertido EN MEMORIA Map<itemId,List<RefEdge>> construido una vez (lazy, sellado con Ledger.epoch(), reconstruible con {rebuild:true}), reusa TODO el harvest de la sonda (harvestItems, liveRecipeMap, recipeValueOf, resolveGetRecipeManager, nsOfId). ensureRefsIndex recorre el RecipeManager vivo: por receta, ingredientes->RefEdge(ingredient=true), resultado->RefEdge(false). queryRefs filtra claves del ns, owner!=ns, agrupa byOwner. Marshalado al hilo del servidor (Executor+CountDownLatch 60s), epoch-stamped
2026-06-24 | F4 wcg.refs query invertida cascada recetas | Semantica de "romper": receta ajena (dueño!=V) con INGREDIENTE que es item de V -> ROTA (incrafteables, numero titular brokenRecipes); con RESULTADO item de V -> affectedResult (rara, reportada aparte); recetas propias de V NO son cascada. Respuesta: byOwner{broken,affectedResult,items[cap12]}, brokenRecipes/affectedResultRecipes/affectedOwners, edges[cap200]+edgesTotal, index{scanned,builtMs,keys,epoch,reused}
2026-06-24 | F4 wcg.refs query invertida cascada recetas | Handler Agent.wcg.refs junto a wcg.definitions (BAD_PARAMS si falta ns, rebuild opcional, patron res/err de tx.probeRecipes). La sonda tx.probeRecipes se conserva intacta como diagnostico. Harness --wcg-refs/wcg_refs_check: dos disparos (poll NOT_READY + cierre antes de juzgar, patron tx.probeSetBlock)
